,text,phonetics,pronounciation_guide_hr,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
26,To my surprise he began to show actual enthusiasm in my favor.,T_UW1 M_AY1 S_ER0|P_R_AY1_Z HH_IY1 B_IH0|G_AE1_N T_UW1 SH_OW1 AE1|K_CH_AH0|W_AH0_L IH0_N|TH_UW1|Z_IY0|AE2|Z_AH0_M IH0_N M_AY1 F_EY1|V_ER0,too may suhr|prayz hee bi|gan too show a|kchuh|wuhl in|thoo|zee|a|zuhm in may fey|vuhr,To my sur|prise he be|gan to show ac|tu|al en|thu|si|as|m in my fa|vor,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['T_UW1', 'T_IH0', 'T_AH0'], ['M_AY1'], ['S_ER0|P_R_AY1_Z', 'S_AH0|P_R_AY1_Z'], ['HH_IY1'], ['B_IH0|G_AE1_N', 'B_IY0|G_AE1_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['SH_OW1'], ['AE1|K_CH_AH0|W_AH0_L', 'AE1|K_SH_AH0_L'], ['IH0_N|TH_UW1|Z_IY0|AE2|Z_AH0_M'], ['IH0_N', 'IH1_N'], ['M_AY1'], ['F_EY1|V_ER0']]","[3, 1, 2, 1, 2, 3, 1, 2, 1, 2, 1, 1]"
27,"Robbery, bribery, fraud, ",R_AA1|B_ER0|IY0 B_R_AY1|B_ER0|IY0 F_R_AO1_D,ro|buhr|ee bray|buhr|ee frawd,Rob|ber|y brib|er|y fraud,[],[],"['dataset', 'dataset', '1 vowel = 1 syl']","[['R_AA1|B_ER0|IY0'], ['B_R_AY1|B_ER0|IY0'], ['F_R_AO1_D']]","[1, 1, 1]"
28,Their forces were already moving into the north country.,DH_EH1_R F_AO1_R|S_IH0_Z W_ER1 AO0_L|R_EH1|D_IY0 M_UW1|V_IH0_NG IH1_N|T_UW0 DH_AH0 N_AO1_R_TH K_AH1_N|T_R_IY0,ther fawr|siz wuhr awl|re|dee moo|ving in|too thuh nawrth kuhn|tree,Their forc|es were al|read|y mov|ing in|to the north coun|try,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['DH_EH1_R'], ['F_AO1_R|S_IH0_Z'], ['W_ER1'], ['AO0_L|R_EH1|D_IY0', 'AO0|R_EH1|D_IY0'], ['M_UW1|V_IH0_NG'], ['IH1_N|T_UW0', 'IH0_N|T_UW1', 'IH0_N|T_AH0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['N_AO1_R_TH'], ['K_AH1_N|T_R_IY0']]","[1, 1, 1, 2, 1, 3, 3, 1, 1]"
29,I had faith in them.,AY1 HH_AE1_D F_EY1_TH IH0_N DH_EH1_M,ay had feyth in them,I had faith in them,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AY1'], ['HH_AE1_D'], ['F_EY1_TH'], ['IH0_N', 'IH1_N'], ['DH_EH1_M', 'DH_AH0_M']]","[1, 1, 1, 2, 2]"
30,They were three hundred yards apart.,DH_EY1 W_ER1 TH_R_IY1 HH_AH1_N|D_R_IH0_D Y_AA1_R_D_Z AH0|P_AA1_R_T,they wuhr three huhn|drid yordz uh|port,They were three hun|dred yards a|part,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['DH_EY1'], ['W_ER1'], ['TH_R_IY1'], ['HH_AH1_N|D_R_IH0_D', 'HH_AH1_N|D_R_IH0_D', 'HH_AH1|N_ER0_D', 'HH_AH1_N|D_ER0_D'], ['Y_AA1_R_D_Z'], ['AH0|P_AA1_R_T']]","[1, 1, 1, 4, 1, 1]"
31,Since then some mysterious force has been fighting us at every step.,S_IH1_N_S DH_EH1_N S_AH1_M M_IH0_S|T_IH1|R_IY0|AH0_S F_AO1_R_S HH_AE1_Z B_IH1_N F_AY1|T_IH0_NG AH1_S AE1_T EH1|V_R_IY0 S_T_EH1_P,sins then suhm mis|ti|ree|uhs fawrs haz bin fay|ting uhs at e|vree step,Since then some mys|te|ri|ous force has been fight|ing us at eve|ry step,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['S_IH1_N_S'], ['DH_EH1_N'], ['S_AH1_M'], ['M_IH0_S|T_IH1|R_IY0|AH0_S'], ['F_AO1_R_S'], ['HH_AE1_Z', 'HH_AH0_Z'], ['B_IH1_N', 'B_AH0_N', 'B_IH0_N'], ['F_AY1|T_IH0_NG'], ['AH1_S', 'Y_UW2|EH1_S'], ['AE1_T'], ['EH1|V_ER0|IY0', 'EH1|V_R_IY0'], ['S_T_EH1_P']]","[1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 2, 1]"
32,"He unfolded a long typewritten letter, and handed it to Gregson.",HH_IY1 AH0_N|F_OW1_L|D_IH0_D AH0 L_AO1_NG T_AY1|P_R_IH2|T_AH0_N L_EH1|T_ER0 AH0_N_D HH_AE1_N|D_IH0_D IH1_T T_UW1 G_R_EH1|G_S_AH0_N,hee uhn|fowl|did uh lawng tay|pri|tuhn le|tuhr uhnd han|did it too gre|gsuhn,He un|fol|ded a long type|writ|ten let|ter and hand|ed it to Gre|gson,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['HH_IY1'], ['AH0_N|F_OW1_L|D_IH0_D'], ['AH0', 'EY1'], ['L_AO1_NG'], ['T_AY1|P_R_IH2|T_AH0_N'], ['L_EH1|T_ER0'], ['AH0_N_D', 'AE1_N_D'], ['HH_AE1_N|D_IH0_D', 'HH_AE1_N|D_IH0_D'], ['IH1_T', 'IH0_T'], ['T_UW1', 'T_IH0', 'T_AH0'], ['G_R_EH1|G_S_AH0_N']]","[1, 1, 2, 1, 1, 1, 2, 2, 2, 3, 1]"
33,Men of Selden's stamp don't stop at women and children.,M_EH1_N AH1_V S_EH1_L|D_AH0_N_Z S_T_AE1_M_P D_OW1_N_T S_T_AA1_P AE1_T W_IH1|M_AH0_N AH0_N_D CH_IH1_L|D_R_AH0_N,men uhv sel|duhnz stamp downt stop at wi|muhn uhnd chil|druhn,Men of Sel|den's stamp don't stop at wom|en and chil|dren,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['M_EH1_N'], ['AH1_V'], ['S_EH1_L|D_AH0_N_Z'], ['S_T_AE1_M_P'], ['D_OW1_N_T', 'D_OW1_N'], ['S_T_AA1_P'], ['AE1_T'], ['W_IH1|M_AH0_N'], ['AH0_N_D', 'AE1_N_D'], ['CH_IH1_L|D_R_AH0_N']]","[1, 1, 1, 1, 2, 1, 1, 1, 2, 1]"
34,"He stopped, and Philip nodded at the horrified question in his eyes.",HH_IY1 S_T_AA1_P_T AH0_N_D F_IH1|L_AH0_P N_AA1|D_IH0_D AE1_T DH_AH0 HH_AO1|R_AH0|F_AY2_D K_W_EH1_S|CH_AH0_N IH0_N HH_IH1_Z AY1_Z,hee stopt uhnd fi|luhp no|did at thuh haw|ruh|fayd kwes|chuhn in hiz ayz,He stopped and Phil|ip nod|ded at the hor|ri|fied ques|tion in his eyes,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['S_T_AA1_P_T'], ['AH0_N_D', 'AE1_N_D'], ['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['N_AA1|D_IH0_D', 'N_AA1|D_IH0_D'], ['AE1_T'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_AO1|R_AH0|F_AY2_D'], ['K_W_EH1_S|CH_AH0_N', 'K_W_EH1|SH_AH0_N'], ['IH0_N', 'IH1_N'], ['HH_IH1_Z', 'HH_IH0_Z'], ['AY1_Z']]","[1, 1, 2, 2, 2, 1, 3, 1, 2, 2, 2, 1]"
35,She turned in at the hotel.,SH_IY1 T_ER1_N_D IH0_N AE1_T DH_AH0 HH_OW0|T_EH1_L,shee tuhrnd in at thuh how|tel,She turned in at the ho|tel,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['SH_IY1'], ['T_ER1_N_D'], ['IH0_N', 'IH1_N'], ['AE1_T'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_OW0|T_EH1_L']]","[1, 1, 2, 1, 3, 1]"
36,I was the only one who remained sitting.,AY1 W_AA1_Z DH_AH0 OW1_N|L_IY0 W_AH1_N HH_UW1 R_IH0|M_EY1_N_D S_IH1|T_IH0_NG,ay woz thuh own|lee wuhn hoo ri|meynd si|ting,I was the on|ly one who re|mained sit|ting,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset']","[['AY1'], ['W_AA1_Z', 'W_AH0_Z'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['OW1_N|L_IY0'], ['W_AH1_N'], ['HH_UW1'], ['R_IH0|M_EY1_N_D', 'R_IY0|M_EY1_N_D'], ['S_IH1|T_IH0_NG']]","[1, 2, 3, 1, 1, 1, 2, 1]"
37,We'll have to watch our chances.,W_IY1_L HH_AE1_V T_UW1 W_AA1_CH AW1_R CH_AE1_N|S_IH0_Z,weel hav too woch aur chan|siz,We'll have to watch our chan|ces,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['W_IY1_L', 'W_IH1_L'], ['HH_AE1_V'], ['T_UW1', 'T_IH0', 'T_AH0'], ['W_AA1_CH', 'W_AO1_CH'], ['AW1|ER0', 'AW1_R', 'AA1_R'], ['CH_AE1_N|S_IH0_Z', 'CH_AE1_N|S_IH0_Z']]","[2, 1, 3, 2, 3, 2]"
38,The ship should be in within a week or ten days.,DH_AH0 SH_IH1_P SH_UH1_D B_IY1 IH0_N W_IH0|DH_IH1_N AH0 W_IY1_K AO1_R T_EH1_N D_EY1_Z,thuh ship shud bee in wi|thin uh week awr ten deyz,The ship should be in with|in a week or ten days,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['SH_IH1_P'], ['SH_UH1_D'], ['B_IY1', 'B_IY0'], ['IH0_N', 'IH1_N'], ['W_IH0|DH_IH1_N', 'W_IH0|TH_IH1_N'], ['AH0', 'EY1'], ['W_IY1_K'], ['AO1_R', 'ER0'], ['T_EH1_N'], ['D_EY1_Z']]","[3, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1]"
39,I suppose you wonder why she is coming up here.,AY1 S_AH0|P_OW1_Z Y_UW1 W_AH1_N|D_ER0 W_AY1 SH_IY1 IH1_Z K_AH1|M_IH0_NG AH1_P HH_IY1_R,ay suh|powz yoo wuhn|duhr way shee iz kuh|ming uhp heer,I sup|pose you won|der why she is com|ing up here,[],[],"['acronym', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AY1'], ['S_AH0|P_OW1_Z'], ['Y_UW1'], ['W_AH1_N|D_ER0'], ['W_AY1', 'HH_W_AY1'], ['SH_IY1'], ['IH1_Z', 'IH0_Z'], ['K_AH1|M_IH0_NG'], ['AH1_P'], ['HH_IY1_R']]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
40,Meanwhile I'll go out to breathe a spell.,M_IY1_N|W_AY2_L AY1_L G_OW1 AW1_T T_UW1 B_R_IY1_DH AH0 S_P_EH1_L,meen|wayl ayl gow aut too breeth uh spel,Mean|while I'll go out to breathe a spell,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['M_IY1_N|W_AY2_L'], ['AY1_L'], ['G_OW1'], ['AW1_T'], ['T_UW1', 'T_IH0', 'T_AH0'], ['B_R_IY1_DH'], ['AH0', 'EY1'], ['S_P_EH1_L']]","[1, 1, 1, 1, 3, 1, 2, 1]"
41,How could he explain his possession of the sketch.,HH_AW1 K_UH1_D HH_IY1 IH0_K_S|P_L_EY1_N HH_IH1_Z P_AH0|Z_EH1|SH_AH0_N AH1_V DH_AH0 S_K_EH1_CH,hau kud hee iks|pleyn hiz puh|ze|shuhn uhv thuh skech,How could he ex|plain his pos|ses|sion of the sketch,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_AW1'], ['K_UH1_D'], ['HH_IY1'], ['IH0_K_S|P_L_EY1_N'], ['HH_IH1_Z', 'HH_IH0_Z'], ['P_AH0|Z_EH1|SH_AH0_N'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_K_EH1_CH']]","[1, 1, 1, 1, 2, 1, 1, 3, 1]"
42,It seemed nearer to him since he had seen and talked with Gregson.,IH1_T S_IY1_M_D N_IH1|R_ER0 T_UW1 HH_IH1_M S_IH1_N_S HH_IY1 HH_AE1_D S_IY1_N AH0_N_D T_AO1_K_T W_IH1_DH G_R_EH1|G_S_AH0_N,it seemd ni|ruhr too him sins hee had seen uhnd tawkt with gre|gsuhn,It seemed nea|rer to him since he had seen and talked with Gre|gson,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['IH1_T', 'IH0_T'], ['S_IY1_M_D'], ['N_IH1|R_ER0'], ['T_UW1', 'T_IH0', 'T_AH0'], ['HH_IH1_M', 'IH0_M'], ['S_IH1_N_S'], ['HH_IY1'], ['HH_AE1_D'], ['S_IY1_N'], ['AH0_N_D', 'AE1_N_D'], ['T_AO1_K_T'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['G_R_EH1|G_S_AH0_N']]","[2, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 4, 1]"
43,Her own betrayal of herself was like tonic to Philip.,HH_ER1 OW1_N B_IH0|T_R_EY1|AH0_L AH1_V HH_ER0|S_EH1_L_F W_AA1_Z L_AY1_K T_AA1|N_IH0_K T_UW1 F_IH1|L_AH0_P,huhr own bi|trey|uhl uhv huhr|self woz layk to|nik too fi|luhp,Her own be|tray|al of her|self was like ton|ic to Phil|ip,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['HH_ER1', 'HH_ER0'], ['OW1_N'], ['B_IH0|T_R_EY1|AH0_L'], ['AH1_V'], ['HH_ER0|S_EH1_L_F'], ['W_AA1_Z', 'W_AH0_Z'], ['L_AY1_K'], ['T_AA1|N_IH0_K'], ['T_UW1', 'T_IH0', 'T_AH0'], ['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P']]","[2, 1, 1, 1, 1, 2, 1, 1, 3, 2]"
44,He moved away as quietly as he had come.,HH_IY1 M_UW1_V_D AH0|W_EY1 AE1_Z K_W_AY1|AH0|T_L_IY0 AE1_Z HH_IY1 HH_AE1_D K_AH1_M,hee moovd uh|wey az kway|uh|tlee az hee had kuhm,He moved a|way as qui|et|ly as he had come,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['M_UW1_V_D'], ['AH0|W_EY1'], ['AE1_Z', 'EH1_Z'], ['K_W_AY1|AH0|T_L_IY0'], ['AE1_Z', 'EH1_Z'], ['HH_IY1'], ['HH_AE1_D'], ['K_AH1_M']]","[1, 1, 1, 2, 1, 2, 1, 1, 1]"
45,"The girl faced him, her eyes shining with sudden fear.",DH_AH0 G_ER1_L F_EY1_S_T HH_IH1_M HH_ER1 AY1_Z SH_AY1|N_IH0_NG W_IH1_DH S_AH1|D_AH0_N F_IH1_R,thuh guhrl feyst him huhr ayz shay|ning with suh|duhn fir,The girl faced him her eyes shin|ing with sud|den fear,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['G_ER1_L'], ['F_EY1_S_T'], ['HH_IH1_M', 'IH0_M'], ['HH_ER1', 'HH_ER0'], ['AY1_Z'], ['SH_AY1|N_IH0_NG'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['S_AH1|D_AH0_N'], ['F_IH1_R']]","[3, 1, 1, 2, 2, 1, 1, 4, 1, 1]"
46,Close beside him gleamed the white fangs of the wolf-dog.,K_L_OW1_S B_IH0|S_AY1_D HH_IH1_M G_L_IY1_M_D DH_AH0 W_AY1_T F_AE1_NG_Z AH1_V DH_AH0 W_UH1_L_F-D_AO1_G,klows bi|sayd him gleemd thuh wayt fangz uhv thuh wulf-dawg,Close be|side him gleamed the white fangs of the wolf-dog,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl-1 vowel = 1 syl']","[['K_L_OW1_S', 'K_L_OW1_Z'], ['B_IH0|S_AY1_D', 'B_IY2|S_AY1_D'], ['HH_IH1_M', 'IH0_M'], ['G_L_IY1_M_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_AY1_T', 'HH_W_AY1_T'], ['F_AE1_NG_Z'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_UH1_L_F-D_AO1_G']]","[2, 2, 2, 1, 3, 2, 1, 1, 3, 1]"
47,"He looked at the handkerchief more, closely.",HH_IY1 L_UH1_K_T AE1_T DH_AH0 HH_AE1_NG|K_ER0|CH_IH0_F M_AO1_R K_L_OW1|S_L_IY0,hee lukt at thuh hang|kuhr|chif mawr klow|slee,He looked at the hand|ker|chief more close|ly,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['HH_IY1'], ['L_UH1_K_T'], ['AE1_T'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_AE1_NG|K_ER0|CH_IH0_F', 'HH_AE1_NG|K_ER0|CH_IY0_F'], ['M_AO1_R'], ['K_L_OW1|S_L_IY0']]","[1, 1, 1, 3, 2, 1, 1]"
48,Gregson was asleep when he re-entered the cabin.,G_R_EH1|G_S_AH0_N W_AA1_Z AH0|S_L_IY1_P W_EH1_N HH_IY1 R_EY1-EH1_N|T_ER0_D DH_AH0 K_AE1|B_AH0_N,gre|gsuhn woz uh|sleep wen hee rey-en|tuhrd thuh ka|buhn,Gre|gson was a|sleep when he re-en|tered the cab|in,[],[],"['SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl-SonoriPy', '1 vowel = 1 syl', 'dataset']","[['G_R_EH1|G_S_AH0_N'], ['W_AA1_Z', 'W_AH0_Z'], ['AH0|S_L_IY1_P'], ['W_EH1_N', 'HH_W_EH1_N', 'W_IH1_N', 'HH_W_IH1_N'], ['HH_IY1'], ['R_EY1-EH1_N|T_ER0_D', 'R_EY1-EH1|N_ER0_D', 'R_IY1-EH1_N|T_ER0_D', 'R_IY1-EH1|N_ER0_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['K_AE1|B_AH0_N']]","[1, 2, 1, 4, 1, 4, 3, 1]"
49,In spite of their absurdity the words affected Philip curiously.,IH0_N S_P_AY1_T AH1_V DH_EH1_R AH0|B_S_ER1|D_AH0|T_IY0 DH_AH0 W_ER1_D_Z AH0|F_EH1_K|T_IH0_D F_IH1|L_AH0_P K_Y_UH1|R_IY0|AH0|S_L_IY0,in spayt uhv ther uh|bsuhr|duh|tee thuh wuhrdz uh|fek|tid fi|luhp kyu|ree|uh|slee,In spite of their ab|surd|i|ty the words af|fect|ed Phil|ip cu|ri|ous|ly,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset']","[['IH0_N', 'IH1_N'], ['S_P_AY1_T'], ['AH1_V'], ['DH_EH1_R'], ['AH0|B_S_ER1|D_AH0|T_IY0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_ER1_D_Z'], ['AH0|F_EH1_K|T_IH0_D'], ['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['K_Y_UH1|R_IY0|AH0|S_L_IY0']]","[2, 1, 1, 1, 1, 3, 1, 1, 2, 1]"
50,"The lace was of a delicate ivory color, faintly tinted with yellow.",DH_AH0 L_EY1_S W_AA1_Z AH1_V AH0 D_EH1|L_AH0|K_AH0_T AY1|V_ER0|IY0 K_AH1|L_ER0 F_EY1_N|T_L_IY0 T_IH1_N|T_IH0_D W_IH1_DH Y_EH1|L_OW0,thuh leys woz uhv uh de|luh|kuht ay|vuhr|ee kuh|luhr feyn|tlee tin|tid with ye|low,The lace was of a del|i|cate i|vo|ry col|or faint|ly tin|ted with yel|low,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset', 'SonoriPy', '1 vowel = 1 syl', 'dataset']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['L_EY1_S'], ['W_AA1_Z', 'W_AH0_Z'], ['AH1_V'], ['AH0', 'EY1'], ['D_EH1|L_AH0|K_AH0_T'], ['AY1|V_ER0|IY0', 'AY1|V_R_IY0'], ['K_AH1|L_ER0', 'K_AO1|L_ER0'], ['F_EY1_N|T_L_IY0'], ['T_IH1_N|T_IH0_D'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['Y_EH1|L_OW0']]","[3, 1, 2, 1, 2, 1, 2, 2, 1, 1, 4, 1]"
51,It was a curious coincidence.,IH1_T W_AA1_Z AH0 K_Y_UH1|R_IY0|AH0_S K_OW0|IH1_N|S_IH0|D_AH0_N_S,it woz uh kyu|ree|uhs kow|in|si|duhns,It was a cu|ri|ous co|in|ci|dence,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['IH1_T', 'IH0_T'], ['W_AA1_Z', 'W_AH0_Z'], ['AH0', 'EY1'], ['K_Y_UH1|R_IY0|AH0_S'], ['K_OW0|IH1_N|S_IH0|D_AH0_N_S']]","[2, 2, 2, 1, 1]"
52,Suddenly his fingers closed tightly over the handkerchief.,S_AH1|D_AH0_N|L_IY0 HH_IH1_Z F_IH1_NG|G_ER0_Z K_L_OW1_Z_D T_AY1|T_L_IY0 OW1|V_ER0 DH_AH0 HH_AE1_NG|K_ER0|CH_IH0_F,suh|duhn|lee hiz fing|guhrz klowzd tay|tlee ow|vuhr thuh hang|kuhr|chif,Sud|den|ly his fin|gers closed tight|ly o|ver the hand|ker|chief,[],[],"['dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset']","[['S_AH1|D_AH0_N|L_IY0'], ['HH_IH1_Z', 'HH_IH0_Z'], ['F_IH1_NG|G_ER0_Z'], ['K_L_OW1_Z_D'], ['T_AY1|T_L_IY0'], ['OW1|V_ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_AE1_NG|K_ER0|CH_IH0_F', 'HH_AE1_NG|K_ER0|CH_IY0_F']]","[1, 2, 1, 1, 1, 1, 3, 2]"
53,There was nothing on the rock.,DH_EH1_R W_AA1_Z N_AH1|TH_IH0_NG AA1_N DH_AH0 R_AA1_K,ther woz nuh|thing on thuh rok,There was noth|ing on the rock,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_EH1_R'], ['W_AA1_Z', 'W_AH0_Z'], ['N_AH1|TH_IH0_NG'], ['AA1_N', 'AO1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['R_AA1_K']]","[1, 2, 1, 2, 3, 1]"
54,"Philip stood undecided, his ears strained to catch the slightest sound.",F_IH1|L_AH0_P S_T_UH1_D AH2_N|D_IH0|S_AY1|D_IH0_D HH_IH1_Z IH1_R_Z S_T_R_EY1_N_D T_UW1 K_AE1_CH DH_AH0 S_L_AY1|T_AH0_S_T S_AW1_N_D,fi|luhp stud uhn|di|say|did hiz irz streynd too kach thuh slay|tuhst saund,Phil|ip stood un|de|cid|ed his ears strained to catch the sli|ghtest sound,[],[],"['dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['S_T_UH1_D'], ['AH2_N|D_IH0|S_AY1|D_IH0_D'], ['HH_IH1_Z', 'HH_IH0_Z'], ['IH1_R_Z', 'IY1_R_Z'], ['S_T_R_EY1_N_D'], ['T_UW1', 'T_IH0', 'T_AH0'], ['K_AE1_CH'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_L_AY1|T_AH0_S_T'], ['S_AW1_N_D']]","[2, 1, 1, 2, 2, 1, 3, 1, 3, 1, 1]"
