,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
22,A combination of Canadian capital quickly organized and petitioned for the same privileges.,ej1 kʰ_ɒ0_m|b_ɪ0|ɲ_ej1|ʃ_ə0_n ɒ0_v kʰ_ə0|ɲ_ej1|dʲ_i0|n̩0 cʰ_æ1|p_ɪ0|t_ɫ̩0 c_w_ɪ1|c_ʎ_i0 ɒː1|ɡ_ə0|n_aj0_z_d n̩0 pʰ_ə0|t_ɪ1|ʃ_ə0_n_d f_ɒː0 d̪_iː0 s_ej1_m p_ɹ_ɪ1|v_ɪ0|ʎ_ɪ0|dʒ_ɪ0_z,A com|bi|na|tion of Ca|na|di|an cap|i|tal quick|ly or|gan|ized and pe|ti|tioned for the same pri|vi|le|ges,[],[],"['acronym', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['ej1'], ['kʰ_ɒ0_m|b_ɪ0|ɲ_ej1|ʃ_ə0_n'], ['ɒ0_v', 'ə0', 'ə0_v'], ['kʰ_ə0|ɲ_ej1|dʲ_i0|n̩0'], ['cʰ_æ1|p_ɪ0|t_ɫ̩0', 'cʰ_æ1|p_ɪ0|ʔ_ɫ̩0'], ['c_w_ɪ1|c_ʎ_i0'], ['ɒː1|ɡ_ə0|n_aj0_z_d'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['pʰ_ə0|t_ɪ1|ʃ_ə0_n_d'], ['f_ɒː0', 'f_ə0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['s_ej1_m'], ['p_ɹ_ɪ1|v_ɪ0|ʎ_ɪ0|dʒ_ɪ0_z']]","[1, 1, 3, 1, 2, 1, 1, 6, 1, 2, 12, 1, 1]"
23,It was my reports from the north which chiefly induced people to buy.,ɪ0_t w_ɐ0_z m_aj1 ɹ_ɪ0|pʰ_ɒː1_t_s f_ɹ_m̩0 d̪_iː0 n_ɒː1_θ w_ɪ1_tʃ tʃ_iː1|fʲ_ʎ_i0 ɪ0_n|dʒ_ʉː1_s_t pʰ_iː1|p_ɫ̩0 t_ə0 b_aj1,It was my re|ports from the north which chief|ly in|duced peo|ple to buy,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['m_aj1'], ['ɹ_ɪ0|pʰ_ɒː1_t_s'], ['f_ɹ_m̩0', 'f_ɹ_ɒ0_m'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['n_ɒː1_θ'], ['w_ɪ1_tʃ'], ['tʃ_iː1|fʲ_ʎ_i0'], ['ɪ0_n|dʒ_ʉː1_s_t', 'ɪ0_n|dʲ_ʉː1_s_t'], ['pʰ_iː1|p_ɫ̩0'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['b_aj1']]","[2, 3, 1, 1, 2, 12, 1, 1, 1, 2, 1, 3, 1]"
24,I was about to do this when cooler judgment prevailed.,aj1 w_ɐ0_z ə0|b_aw1_t t_ə0 d_əw1 d̪_ɪ1_s w_ɛ0_n kʰ_ʉː1|l_ə0 dʒ_ɐ1|dʒ_m_n̩0_t p_ɹ_ɪ0|v_ej1_ɫ_d,I was a|bout to do this when cool|er judg|ment pre|vailed,[],[],"['acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'SonoriPy']","[['aj1'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['b_aw_t', 'b_aw_ʔ', 'ə0|b_aw1_t', 'ə0|b_aw1_ʔ'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['d_əw1', 'd_ʉː1'], ['d̪_ɪ1_s', 'ð_ɪ1_s'], ['w_ɛ0_n'], ['kʰ_ʉː1|l_ə0'], ['dʒ_ɐ1|dʒ_m_n̩0_t'], ['p_ɹ_ɪ0|v_ej1_ɫ_d']]","[1, 3, 4, 3, 2, 2, 1, 1, 1, 1]"
25,It occurred to me that there would have to be an accounting.,ɪ0_t ə0|kʰ_ɜː1_d t_ə0 mʲ_iː1 d̪_æ1_t d̪_ɛː1 w_ə1_d h_æ1_v t_ə0 bʲ_iː1 n̩0 ə0|kʰ_aw1_n|t_ɪ0_ŋ,It oc|curred to me that there would have to be an ac|count|ing,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['ɪ0_t', 'ɪ0_ʔ'], ['ə0|kʰ_ɜː1_d'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['mʲ_iː1'], ['d̪_æ1_t', 'd̪_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ʔ'], ['d̪_ej1|ə0', 'd̪_ɛː1', 'ð_ej1|ə0', 'ð_ɛː1'], ['w_ə1_d', 'w_ʊ1_d', 'ə1_d'], ['h_æ1_v'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['bʲ_iː1'], ['n̩0', 'æ0_n'], ['ə0|kʰ_aw1_n|t_ɪ0_ŋ']]","[2, 1, 3, 1, 4, 4, 3, 1, 3, 1, 2, 1]"
26,To my surprise he began to show actual enthusiasm in my favor.,t_ə0 m_aj1 s_ə0|p_ɹ_aj1_z i0 b_ɪ0|ɡ_æ1_n t_ə0 ʃ_əw1 æ1_k|tʃ_ʉ0|ɫ̩0 ɪ0_n|θ_j_ʉː1|z_ɪ0|æ0|z_m̩0 ɪ1_n m_aj1 f_ej1|v_ə0,To my sur|prise he be|gan to show ac|tu|al en|thu|si|as|m in my fa|vor,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['m_aj1'], ['s_ə0|p_ɹ_aj1_z'], ['i0', 'ç_i0', 'ç_iː0'], ['b_ɪ0|ɡ_æ1_n'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['ʃ_əw1'], ['æ1_k|tʃ_ʉ0|ɫ̩0'], ['ɪ0_n|θ_j_ʉː1|z_ɪ0|æ0|z_m̩0'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['m_aj1'], ['f_ej1|v_ə0']]","[3, 1, 1, 3, 1, 3, 1, 1, 1, 2, 1, 1]"
27,"Robbery, bribery, fraud, ",ɹ_ɒ1|b_ə0|ɹ_i0 b_ɹ_aj1|b_ə0|ɹ_i0 f_ɹ_ɒː1_d,Rob|ber|y brib|er|y fraud,[],[],"['dataset', 'dataset', '1 vowel = 1 syl']","[['ɹ_ɒ1|b_ə0|ɹ_i0', 'ɹ_ɒ|b_ɹ_i'], ['b_ɹ_aj1|b_ə0|ɹ_i0'], ['f_ɹ_ɒː1_d']]","[2, 1, 1]"
28,Their forces were already moving into the north country.,d̪_ɛː0 f_ɒː1|s_ɪ0_z w_ə0 ɒː0_ɫ|ɹ_ɛ1|dʲ_i0 m_ʉː1|v_ɪ0_ŋ ɪ0_n|tʰ_ʉː0 d̪_iː0 n_ɒː1_θ kʰ_ɐ1_n|t_ɹ_i0,Their forc|es were al|read|y mov|ing in|to the north coun|try,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_ɛː0', 'ð_ɛː0'], ['f_ɒː1|s_ɪ0_z'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['ɒː0_ɫ|ɹ_ɛ1|dʲ_i0'], ['m_ʉː1|v_ɪ0_ŋ'], ['ɪ0_n|tʰ_ʉː0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['n_ɒː1_θ'], ['kʰ_ɐ1_n|t_ɹ_i0', 'kʰ_ɐ1_n|tʃ_ɹ_i0']]","[2, 1, 3, 1, 1, 1, 12, 1, 2]"
29,I had faith in them.,aj1 h_æ0_d f_ej1_θ ɪ1_n d̪_ɛ0_m,I had faith in them,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['aj1'], ['h_æ0_d'], ['f_ej1_θ'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m']]","[1, 1, 1, 2, 4]"
30,They were three hundred yards apart.,d̪_ej0 w_ə0 f_ɹ_iː1 h_ɐ1_n|d_ɹ_ə0_d j_ɑː1_d_z ə0|pʰ_ɑː1_t,They were three hun|dred yards a|part,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['d̪_ej0', 'ð_ej0'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['f_ɹ_iː1', 't̪_ɹ_iː1', 'θ_ɹ_iː1'], ['h_ɐ1_n|d_ɹ_ə0_d', 'h_ɐ1_n|d_ɹ_ɪ0_d'], ['j_ɑː1_d_z'], ['ə0|pʰ_ɑː1_t', 'ə0|pʰ_ɑː1_ʔ']]","[2, 3, 3, 2, 1, 2]"
31,Since then some mysterious force has been fighting us at every step.,s_ɪ1_n_s d̪_ɛ1_n s_ɐ0_m m_ɪ0_s|t_ɪ1|ɹ_i0|ə0_s f_ɒː1_s h_æ1_z b_ɪ0_n f_aj1|t_ɪ0_ŋ ə0_s æ0_t ɛ1|v_ɹ_i0 s_t_ɛ1_p,Since then some mys|te|ri|ous force has been fight|ing us at eve|ry step,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['s_ɪ1_n_s'], ['d̪_ɛ1_n', 'ð_ɛ1_n'], ['s_ɐ0_m'], ['m_ɪ_s|t_ɪ|ɹ_i_ə_s', 'm_ɪ0_s|t_ɪ1|ɹ_i0|ə0_s'], ['f_ɒː1_s'], ['h_æ1_z', 'æ1_z'], ['b_ɪ0_n', 'bʲ_iː0_n'], ['f_aj1|t_ɪ0_ŋ'], ['j_ʉː0|ɛ0_s', 'ə0_s', 'ə0_z'], ['æ0_t', 'æ0_ʔ'], ['ɛ1|v_ə0|ɹ_i0', 'ɛ1|v_ɹ_i0'], ['s_t_ɛ1_p']]","[1, 2, 1, 2, 1, 2, 2, 1, 3, 2, 2, 1]"
32,"He unfolded a long typewritten letter, and handed it to Gregson.",i0 ɐ0_ɱ|f_əw1_ɫ|d_ɪ0_d ej1 l_ɒ1_ŋ tʰ_aj1|p_ɹ_ɪ0|ʔ_n̩0 l_ɛ1|t_ə0 n̩0 h_æ1_n|d_ɪ0_d ɪ0_t t_ə0 ɟ_ɹ_ɛ1|ɡ_s_ɒ0_n,He un|fol|ded a long type|writ|ten let|ter and hand|ed it to Gre|gson,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['i0', 'ç_i0', 'ç_iː0'], ['ɐ0_ɱ|f_əw1_ɫ|d_ɪ0_d'], ['ej1'], ['l_ɒ1_ŋ', 'l_ɒː1_ŋ'], ['tʰ_aj1|p_ɹ_ɪ0|ʔ_n̩0'], ['l_ɛ1|t_ə0', 'l_ɛ1|ʔ_ə0'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['h_æ1_n|d_ɪ0_d'], ['ɪ0_t', 'ɪ0_ʔ'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['ɟ_ɹ_ɛ1|ɡ_s_ɒ0_n']]","[3, 1, 1, 2, 1, 2, 6, 1, 2, 3, 1]"
33,Men of Selden's stamp don't stop at women and children.,m_ɛ1_n ɒ0_v s_ɛ1_ɫ|d_ɛ0_n_z s_t_æ1_m_p d_əw1_n_t s_t_ɒ1_p æ0_t w_ɪ1|m_n̩0 n̩0 tʃ_ɪ1_ɫ|d_ə0_n,Men of Sel|den's stamp don't stop at wom|en and chil|dren,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['m_ɛ1_n'], ['ɒ0_v', 'ə0', 'ə0_v'], ['s_ɛ1_ɫ|d_ɛ0_n_z'], ['s_t_æ1_m_p'], ['d_əw1_n_t'], ['s_t_ɒ1_p'], ['æ0_t', 'æ0_ʔ'], ['w_ɪ1|m_n̩0', 'w_ɪ1|m_ɪ0_n'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['tʃ_ɪ1_ɫ|d_ə0_n']]","[1, 3, 1, 1, 1, 1, 2, 2, 6, 1]"
34,"He stopped, and Philip nodded at the horrified question in his eyes.",i0 s_t_ɒ1_p_t n̩0 f_ɪ1|ʎ_ɪ0_p n_ɒ1|d_ɪ0_d æ0_t d̪_iː0 h_ɒ1|ɹ_ɪ0|f_aj0_d c_w_ɛ1_s|tʃ_n̩0 ɪ1_n ç_ɪ1_z aj1_z,He stopped and Phil|ip nod|ded at the hor|ri|fied ques|tion in his eyes,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['s_t_ɒ1_p_t'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['f_ɪ1|ʎ_ɪ0_p'], ['n_ɒ1|d_ɪ0_d'], ['æ0_t', 'æ0_ʔ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['h_ɒ1|ɹ_ɪ0|f_aj0_d'], ['c_w_ɛ1_s|tʃ_n̩0', 'c_w_ɛ1_s|tʲ_n̩0', 'c_w_ɛ1_ʃ|tʃ_n̩0'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['ç_ɪ1_z'], ['aj1_z']]","[3, 1, 6, 1, 1, 2, 12, 1, 3, 2, 1, 1]"
35,She turned in at the hotel.,ʃ_iː0 tʰ_ɜː1_n_d ɪ1_n æ0_t d̪_iː0 h_əw0|tʰ_ɛ1_ɫ,She turned in at the ho|tel,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['ʃ_iː0'], ['tʰ_ɜː1_n_d'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['æ0_t', 'æ0_ʔ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['h_əw0|tʰ_ɛ1_ɫ']]","[1, 1, 2, 2, 12, 1]"
36,I was the only one who remained sitting.,aj1 w_ɐ0_z d̪_iː0 əw1_ɲ|ʎ_i0 w_ɐ1_n h_ʉː1 ɹ_ɪ0|m_ej1_n_d s_ɪ1|t_ɪ0_ŋ,I was the on|ly one who re|mained sit|ting,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset']","[['aj1'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['əw1_ɲ|ʎ_i0'], ['w_ɐ1_n', 'w_ɒ1_n'], ['d_ɐ|b_ɫ̩|j_ʉː|ej|tʃ_əw', 'h_ʉː1'], ['ɹ_ɪ0|m_ej1_n_d'], ['s_ɪ1|t_ɪ0_ŋ']]","[1, 3, 12, 1, 2, 2, 1, 1]"
37,We'll have to watch our chances.,w_iː0_ɫ h_æ1_v t_ə0 w_ɒ1_tʃ ɑː0 tʃ_ɑː1_n|s_ɪ0_z,We'll have to watch our chan|ces,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['w_i0|ɫ̩0', 'w_iː0_ɫ', 'w_ɪ0_ɫ', 'w_ɫ̩0'], ['h_æ1_v'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['w_ɒ1_tʃ'], ['aw0|ə0', 'æ0|ɒː0', 'ɑː0'], ['tʃ_ɑː1_n|s_ɪ0_z']]","[4, 1, 3, 1, 3, 1]"
38,The ship should be in within a week or ten days.,d̪_iː0 ʃ_ɪ1_p ʃ_ʊ1_d bʲ_iː1 ɪ1_n w_ɪ0|ð_ɪ1_n ej1 w_iː1_k ɒː0 tʰ_ɛ1_n d_ej1_z,The ship should be in with|in a week or ten days,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ʃ_ɪ1_p'], ['ʃ_ʊ1_d'], ['bʲ_iː1'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['w_ɪ0|ð_ɪ1_n'], ['ej1'], ['w_iː1_k'], ['ɒː0', 'ʔ_ɒː0'], ['tʰ_ɛ1_n'], ['d_ej1_z']]","[12, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1]"
39,I suppose you wonder why she is coming up here.,aj1 s_ə0|pʰ_əw1_z j_ʉ0 w_ɐ1_n|d_ə0 w_aj1 ʃ_iː0 ɪ0_z kʰ_ɐ1|m_ɪ0_ŋ ɐ1_p ç_ɪ1_ə,I sup|pose you won|der why she is com|ing up here,[],[],"['acronym', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['aj1'], ['s_p_əw_z', 's_ə0|pʰ_əw1_z'], ['j_ʉ0'], ['w_ɐ1_n|d_ə0'], ['w_aj1'], ['ʃ_iː0'], ['ɪ0_z'], ['kʰ_ɐ1|m_ɪ0_ŋ'], ['ɐ1_p'], ['ç_ɪ1_ə', 'ç_ɪ1|ə0']]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 2]"
40,Meanwhile I'll go out to breathe a spell.,mʲ_iː1|n_w_aj0_ɫ aj0_ɫ ɡ_əw1 aw1_t t_ə0 b_ɹ_iː1_ð ej1 s_p_ɛ1_ɫ,Mean|while I'll go out to breathe a spell,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['mʲ_iː1|n_w_aj0_ɫ'], ['aj0_ɫ', 'ɑː0_ɫ', 'ɫ̩0'], ['ɡ_əw1'], ['aw1_t', 'aw1_ʔ'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['b_ɹ_iː1_ð'], ['ej1'], ['s_p_ɛ1_ɫ']]","[1, 3, 1, 2, 3, 1, 1, 1]"
41,How could he explain his possession of the sketch.,h_aw1 kʰ_ʊ1_d i0 ɛ0_k_s|p_l_ej1_n ç_ɪ1_z pʰ_ə0|z_ɛ1|ʃ_ə0_n ɒ0_v d̪_iː0 s_c_ɛ1_tʃ,How could he ex|plain his pos|ses|sion of the sketch,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['h_aw1'], ['kʰ_ʊ1_d'], ['i0', 'ç_i0', 'ç_iː0'], ['ɛ0_k_s|p_l_ej1_n', 'ɪ0_k_s|p_l_ej1_n'], ['ç_ɪ1_z'], ['pʰ_ə0|z_ɛ1|ʃ_ə0_n'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['s_c_ɛ1_tʃ']]","[1, 1, 3, 2, 1, 1, 3, 12, 1]"
42,It seemed nearer to him since he had seen and talked with Gregson.,ɪ0_t s_iː1_m_d ɲ_ɪ1|ɹ_ə0 t_ə0 m̩0 s_ɪ1_n_s i0 h_æ0_d s_iː1_n n̩0 tʰ_ɒː1_k_t w_ɪ0_ð ɟ_ɹ_ɛ1|ɡ_s_ɒ0_n,It seemed nea|rer to him since he had seen and talked with Gre|gson,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['ɪ0_t', 'ɪ0_ʔ'], ['s_iː1_m_d'], ['ɲ_ɪ1|ɹ_ə0'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['m̩0', 'ç_ɪ0_m'], ['s_ɪ1_n_s'], ['i0', 'ç_i0', 'ç_iː0'], ['h_æ0_d'], ['s_iː1_n'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['tʰ_ɒː1_k_t'], ['w_ɪ0|i0', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['ɟ_ɹ_ɛ1|ɡ_s_ɒ0_n']]","[2, 1, 1, 3, 2, 1, 3, 1, 1, 6, 1, 3, 1]"
43,Her own betrayal of herself was like tonic to Philip.,h_ɜː0 əw1_n b_ɪ0|t_ɹ_ej1|ɫ̩0 ɒ0_v h_ɜː0|s_ɛ1_ɫ_f w_ɐ0_z l_aj1_k tʰ_ɒ1|ɲ_ɪ0_k t_ə0 f_ɪ1|ʎ_ɪ0_p,Her own be|tray|al of her|self was like ton|ic to Phil|ip,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['h_ɜː0', 'ə0'], ['əw1_n'], ['b_ɪ0|t_ɹ_ej1|ɫ̩0', 'b_ɪ0|tʃ_ɹ_ej1|ɫ̩0'], ['ɒ0_v', 'ə0', 'ə0_v'], ['h_ɜː0|s_ɛ1_ɫ_f', 'ə0|s_ɛ1_ɫ_f'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['l_aj1_k'], ['tʰ_ɒ1|ɲ_ɪ0_k'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['f_ɪ1|ʎ_ɪ0_p']]","[2, 1, 2, 3, 2, 3, 1, 1, 3, 1]"
44,He moved away as quietly as he had come.,i0 m_ʉː1_v_d ə0|w_ej1 ej0_z k_w_aj1|ɪ0|tʲ_ʎ_i0 ej0_z i0 h_æ0_d kʰ_ɐ1_m,He moved a|way as qui|et|ly as he had come,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['m_ʉː1_v_d'], ['ə0|w_ej1'], ['ej0_z', 'æ0_s'], ['k_w_aj1|ɪ0|tʲ_ʎ_i0'], ['ej0_z', 'æ0_s'], ['i0', 'ç_i0', 'ç_iː0'], ['h_æ0_d'], ['kʰ_ɐ1_m']]","[3, 1, 1, 2, 1, 2, 3, 1, 1]"
45,"The girl faced him, her eyes shining with sudden fear.",d̪_iː0 ɟ_ɛː1_ɫ f_ej1_s_t m̩0 h_ɜː0 aj1_z ʃ_aj1|ɲ_ɪ0_ŋ w_ɪ0_ð s_ɐ1|d_ə0_n f_ɪ1_ə,The girl faced him her eyes shin|ing with sud|den fear,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɟ_ɛː1_ɫ', 'ɡ_ɜː1_ɫ'], ['f_ej1_s_t'], ['m̩0', 'ç_ɪ0_m'], ['h_ɜː0', 'ə0'], ['aj1_z'], ['ʃ_aj1|ɲ_ɪ0_ŋ'], ['w_ɪ0|i0', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['s_ɐ1|d_ə0_n'], ['f_ɪ1_ə', 'f_ɪ1|ə0']]","[12, 2, 1, 2, 2, 1, 1, 3, 1, 2]"
